index,product,category,sub_category,brand,sale_price,market_price,type,rating,rating_status,discount_amt,discount_pct
4904,grape fruit - indian,Fruits & Vegetables,Fresh Fruits,fresho,79.0,98.75,"Kiwi, Melon, Citrus Fruit",,Not Rated,19.75,20.0
4905,"sugar sensation foot file - sky blue, colour may vary",Beauty & Hygiene,Bath & Hand Wash,panache,159.2,199.0,Bathing Accessories,4.5,Rated,39.80000000000001,20.000000000000007
4906,chicken seekh kabab - lahori,"Eggs, Meat & Fish","Sausages, Bacon & Salami",fresho,264.65,335.0,Chicken Sausages,,Not Rated,70.35000000000002,21.000000000000007
4907,chifferi rigati,Gourmet & World Food,"Pasta, Soup & Noodles",agnesi,250.0,250.0,Pastas & Spaghetti,4.4,Rated,0.0,0.0
4908,dough set - assorted colours,Cleaning & Household,Stationery,sterling,499.0,499.0,Games & Calculators,4.2,Rated,0.0,0.0
4909,enriched coconut hair oil - with 7 ayurvedic herbs,Beauty & Hygiene,Hair Care,dabur vatika,211.65,249.0,Hair Oil & Serum,4.3,Rated,37.349999999999994,14.999999999999996
4910,"lavender white tea - richest in antioxidants, pure tea buds, long leaf pyramid bags",Gourmet & World Food,Drinks & Beverages,sancha,450.0,450.0,Gourmet Tea & Tea Bags,,Not Rated,0.0,0.0
4911,"loofah/sponge scrubber/body bath - dual side, cream, bh-060 crm",Beauty & Hygiene,Bath & Hand Wash,bb home,159.0,235.0,Bathing Accessories,3.7,Rated,76.0,32.340425531914896
4912,nhs 840 pro shine hair straightener,Beauty & Hygiene,Hair Care,nova,418.6,1495.0,Tools & Accessories,3.5,Rated,1076.4,72.00000000000001
4913,bio farm organic fertiliser,"Kitchen, Garden & Pets",Gardening,natures plus,320.0,320.0,Fertilizers & Pesticides,4.1,Rated,0.0,0.0
4914,pure melamine urmi dinner plate - golden leaves,"Kitchen, Garden & Pets",Crockery & Cutlery,servewell,230.0,230.0,Plates & Bowls,,Not Rated,0.0,0.0
4915,herbal pure rose water skin toner,Beauty & Hygiene,Skin Care,khadi natural,135.0,135.0,Face Care,4.2,Rated,0.0,0.0
4916,ginger mulethi lemon,Beverages,Tea,eco valley,148.75,175.0,Leaf & Dust Tea,4.4,Rated,26.25,15.0
4917,powder - heeng,"Foodgrains, Oil & Masala",Organic Staples,natureland organics,110.0,110.0,Organic Masalas & Spices,3.7,Rated,0.0,0.0
4918,"yoghurt drink - alphonso mango, no sugar added, all natural",Gourmet & World Food,Drinks & Beverages,again,50.0,50.0,Health Drinks,3.2,Rated,0.0,0.0
4919,chocopie,Gourmet & World Food,Chocolates & Biscuits,cocoland,80.0,80.0,International Chocolates,3.7,Rated,0.0,0.0
4920,kadak masala chai tea ctc,Gourmet & World Food,Drinks & Beverages,tgl co.,194.35,299.0,Gourmet Tea & Tea Bags,,Not Rated,104.65,35.0
4921,dairy milk - imported,Gourmet & World Food,Chocolates & Biscuits,cadbury,350.0,350.0,International Chocolates,5.0,Rated,0.0,0.0
4922,triphala churna powder,Gourmet & World Food,Cooking & Baking Needs,nectar valley,275.0,275.0,"Herbs, Seasonings & Rubs",,Not Rated,0.0,0.0
4923,fruits & nuts storage glass bowl,"Kitchen, Garden & Pets",Crockery & Cutlery,roxx,134.0,134.0,Glassware,,Not Rated,0.0,0.0
4924,de-tan facewash for men,Beauty & Hygiene,Men's Grooming,beardo,230.0,250.0,Face & Body,4.5,Rated,20.0,8.0
4925,whey protein,Gourmet & World Food,Cooking & Baking Needs,purix,294.5,310.0,"Baking, Cake Decorations",,Not Rated,15.5,5.0
4926,serie expert a-ox vitamino color protecting shampoo,Beauty & Hygiene,Hair Care,loreal professionnel,665.0,665.0,Shampoo & Conditioner,3.6,Rated,0.0,0.0
4927,chicken breast ham chilli,"Eggs, Meat & Fish","Sausages, Bacon & Salami",bon appetit,152.0,162.0,Chicken Sausages,,Not Rated,10.0,6.172839506172839
4928,awadhi lazzat ul taam/potli ka masala,Gourmet & World Food,Cooking & Baking Needs,cafe junyali,545.0,545.0,"Curry Paste, Coconut Milk",,Not Rated,0.0,0.0
4929,sweet coffee,Gourmet & World Food,Drinks & Beverages,sleepy owl,280.0,400.0,Coffee & Pre-Mix,,Not Rated,120.0,30.0
4930,potato crisp chips - hot & spicy,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",chizzpa,175.0,175.0,Nachos & Chips,4.0,Rated,0.0,0.0
4931,palette intensive color cream - 4-60 lustrous medium brown,Beauty & Hygiene,Hair Care,schwarzkopf,325.0,325.0,Hair Color,2.5,Rated,0.0,0.0
4932,"baby bed protector - plain print, pink",Baby Care,Baby Bath & Hygiene,quick dry,185.0,185.0,Baby Health,4.2,Rated,0.0,0.0
4933,microwave popcorn - cheese,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700bc,68.0,80.0,Gourmet Popcorn,,Not Rated,12.0,15.0
4934,neem mud pack,Beauty & Hygiene,Health & Medicine,jiva ayurveda,95.0,95.0,Ayurveda,,Not Rated,0.0,0.0
4935,bajra daliya - pesticide free,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",safe harvest,47.53,49.0,Rice & Other Flours,4.0,Rated,1.4699999999999989,2.999999999999998
4936,sunrise brightening facial cleanser,Beauty & Hygiene,Skin Care,stbotanica,423.0,445.0,Face Care,5.0,Rated,22.0,4.943820224719101
4937,yam - sliced,Fruits & Vegetables,Fresh Vegetables,fresho,27.0,33.75,Cut & Peeled Veggies,,Not Rated,6.75,20.0
4938,organic kanchipuram idly mix,Snacks & Branded Foods,Ready To Cook & Eat,aaha oho,175.0,175.0,Breakfast & Snack Mixes,4.0,Rated,0.0,0.0
4939,packaged drinking water,Beverages,Water,bindu,17.0,20.0,Packaged Water,,Not Rated,3.0,15.0
4940,"unsweetened peanut butter - 100% natural, crunchy",Gourmet & World Food,"Sauces, Spreads & Dips",disano,329.0,500.0,"Chocolate, Peanut Spread",3.6,Rated,171.0,34.2
4941,baby massage oil,Baby Care,Baby Bath & Hygiene,himalaya baby,175.0,175.0,Baby Oil & Shampoo,4.3,Rated,0.0,0.0
4942,earl grey black tea,Gourmet & World Food,Drinks & Beverages,newby,361.0,361.0,Gourmet Tea & Tea Bags,,Not Rated,0.0,0.0
4943,jaggery/bella granules,"Foodgrains, Oil & Masala",Organic Staples,nectar valley,210.0,210.0,"Organic Sugar, Jaggery",,Not Rated,0.0,0.0
4944,protein rich multi dal chilla mix,Snacks & Branded Foods,Ready To Cook & Eat,tata sampann,70.0,70.0,Breakfast & Snack Mixes,4.3,Rated,0.0,0.0
4945,"cheerios - 100% whole grain oats-gluten free, imported",Gourmet & World Food,Cereals & Breakfast,general mills,899.0,899.0,Gourmet Flakes,,Not Rated,0.0,0.0
4946,blu dreams edp fougere perfume for men,Beauty & Hygiene,Fragrances & Deos,ajmal,623.22,799.0,Eau De Parfum,1.8,Rated,175.77999999999997,21.999999999999996
4947,"star premium multipurpose plastic basket - small, medium & big",Cleaning & Household,Bins & Bathroom Ware,swastik,129.0,169.0,"Laundry, Storage Baskets",4.2,Rated,40.0,23.668639053254438
4948,anti-lice treatement hair oil,Beauty & Hygiene,Hair Care,mediker,34.0,34.0,Hair Oil & Serum,4.4,Rated,0.0,0.0
4949,gentle & soft deep pore cleanser,Beauty & Hygiene,Skin Care,lakme,188.0,235.0,Face Care,4.2,Rated,47.0,20.0
4950,ragi bites -  choco/vanilla fills,Snacks & Branded Foods,Breakfast Cereals,soulfull,99.0,99.0,Kids Cereal,4.3,Rated,0.0,0.0
4951,powder - chaat masala,Gourmet & World Food,Cooking & Baking Needs,the spice club,71.0,71.0,"Herbs, Seasonings & Rubs",4.0,Rated,0.0,0.0
4952,instant pasta - masala twist,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",weikfield,25.0,25.0,Instant Pasta,,Not Rated,0.0,0.0
4953,seasoning - red onion powder,"Foodgrains, Oil & Masala",Masalas & Spices,organic nation,70.0,70.0,Herbs & Seasoning,5.0,Rated,0.0,0.0
4954,"xpress eats, ready-to-eat dal makhani",Snacks & Branded Foods,Ready To Cook & Eat,kohinoor,99.0,99.0,Heat & Eat Ready Meals,4.3,Rated,0.0,0.0
4955,pickle - gooseberry,Snacks & Branded Foods,Pickles & Chutney,nirapara,48.0,48.0,Other Veg Pickle,3.0,Rated,0.0,0.0
4956,youth eternity day cream,Beauty & Hygiene,Skin Care,himalaya,374.25,499.0,Face Care,3.9,Rated,124.75,25.0
4957,borosilicate mixing bowl set without lid,"Kitchen, Garden & Pets",Crockery & Cutlery,treo,709.0,1010.0,Glassware,3.9,Rated,301.0,29.801980198019802
4958,honey facial massage gel,Beauty & Hygiene,Skin Care,just herbs,562.5,625.0,Face Care,,Not Rated,62.5,10.0
4959,refined palmolein oil - imported,"Foodgrains, Oil & Masala",Edible Oils & Ghee,palmpure,142.0,170.0,Other Edible Oils,4.0,Rated,28.0,16.470588235294116
4960,jars - cube,"Kitchen, Garden & Pets",Storage & Accessories,treo,179.0,230.0,Containers Sets,4.3,Rated,51.0,22.17391304347826
4961,"home mate garbage bag - black, oxo-bio-degradable roll, 36x48, 50 micron",Cleaning & Household,"Disposables, Garbage Bag",home mate,215.0,215.0,Garbage Bags,4.3,Rated,0.0,0.0
4962,"glass bottle with plastic outer - sky blue, bb1314","Kitchen, Garden & Pets",Storage & Accessories,dp,179.0,329.0,Water & Fridge Bottles,,Not Rated,150.0,45.59270516717325
4963,"cashew/kaju whole 500gm + raisins indian 500gm+almond californian, giri 500gm","Foodgrains, Oil & Masala",Dry Fruits,bb popular,922.0,1600.0,Cashews,,Not Rated,678.0,42.375
4964,after shave lotion - dark tempation,Beauty & Hygiene,Men's Grooming,axe,180.0,225.0,Shaving Care,4.3,Rated,45.0,20.0
4965,dark roast brew coffee 135 g (set of 3) + dark roast brew packs 255 g (set of 5),Gourmet & World Food,Drinks & Beverages,sleepy owl,655.0,800.0,Coffee & Pre-Mix,,Not Rated,145.0,18.125
4966,perfecta ultra silky drai sanitary napkins,Beauty & Hygiene,Feminine Hygiene,bella,150.0,150.0,Sanitary Napkins,5.0,Rated,0.0,0.0
4967,chinese cabbage,Fruits & Vegetables,Fresh Vegetables,fresho,39.0,48.75,Exotic Vegetables,,Not Rated,9.75,20.0
4968,cookies - oatmeal (sugar free),Snacks & Branded Foods,Biscuits & Cookies,unibic,34.0,40.0,Cookies,4.2,Rated,6.0,15.0
4969,"toothbrush - complete expert, medium",Beauty & Hygiene,Oral Care,pepsodent,65.0,65.0,Toothbrush,4.3,Rated,0.0,0.0
4970,mathura chaat masala,"Foodgrains, Oil & Masala",Masalas & Spices,keya,70.0,140.0,Blended Masalas,4.2,Rated,70.0,50.0
4971,sandalwood & saffron facial ubtan pack - soothing & after glow,Beauty & Hygiene,Skin Care,aloe veda,607.5,675.0,Face Care,4.0,Rated,67.5,10.0
4972,green tea face mask+e luminence moisturizing cream,Beauty & Hygiene,Skin Care,plum,1065.0,1065.0,Face Care,,Not Rated,0.0,0.0
4973,peanut satay sauce,Gourmet & World Food,Cooking & Baking Needs,real thai,220.0,220.0,"Curry Paste, Coconut Milk",4.4,Rated,0.0,0.0
4974,corn - whole kernel,Snacks & Branded Foods,Ready To Cook & Eat,del monte,70.0,70.0,Canned Food,,Not Rated,0.0,0.0
4975,"utility glass jar - spice, pickle","Kitchen, Garden & Pets",Storage & Accessories,glass ideas,149.0,149.0,Containers Sets,,Not Rated,0.0,0.0
4976,cow ghee/tuppa - a2 gir bilona,"Foodgrains, Oil & Masala",Edible Oils & Ghee,himalayan natives,963.0,1070.0,Ghee & Vanaspati,3.3,Rated,107.0,10.0
4977,murumuru butter & rose aroma blooming colour conditioner,Beauty & Hygiene,Hair Care,love beauty & planet,650.0,650.0,Shampoo & Conditioner,3.0,Rated,0.0,0.0
4978,pickle - lime,Snacks & Branded Foods,Pickles & Chutney,mtr,130.0,130.0,Lime & Mango Pickle,4.1,Rated,0.0,0.0
4979,cinnamon/chakke powder,"Foodgrains, Oil & Masala",Masalas & Spices,snapin,99.0,99.0,Herbs & Seasoning,4.0,Rated,0.0,0.0
4980,nari sakhi capsule,Beauty & Hygiene,Health & Medicine,jiva ayurveda,160.0,160.0,Ayurveda,,Not Rated,0.0,0.0
4981,100% pure honey - infused with litchi,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",nutriwish,320.0,320.0,Honey,3.3,Rated,0.0,0.0
4982,masala - shami kabab,"Foodgrains, Oil & Masala",Masalas & Spices,hakim,75.0,75.0,Blended Masalas,4.6,Rated,0.0,0.0
4983,"almond/badam - californian, giri","Foodgrains, Oil & Masala",Dry Fruits,bb royal,445.0,750.0,Almonds,3.9,Rated,305.0,40.666666666666664
4984,"menstrual cup - size small, up to age of 25 years or before childbirth",Beauty & Hygiene,Feminine Hygiene,intimus,559.2,699.0,Tampons & Menstrual Cups,,Not Rated,139.79999999999995,19.999999999999993
4985,funfoods spicy vinegar,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",dr. oetker,55.0,55.0,Vinegar,4.2,Rated,0.0,0.0
4986,"beans - french, ring",Fruits & Vegetables,Fresh Vegetables,fresho,129.0,161.25,"Beans, Brinjals & Okra",,Not Rated,32.25,20.0
4987,nourishing winter lotion - almond & honey,Beauty & Hygiene,Skin Care,natures essence,115.0,115.0,Body Care,3.6,Rated,0.0,0.0
4988,100% pure honey,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",bb royal,499.0,790.0,Honey,4.0,Rated,291.0,36.835443037974684
4989,cheese - natural cheddar,"Bakery, Cakes & Dairy",Dairy,d'lecta,179.0,199.0,Cheese,4.2,Rated,20.0,10.050251256281408
4990,assam loose black tea,Gourmet & World Food,Drinks & Beverages,newby,505.0,505.0,Gourmet Tea & Tea Bags,,Not Rated,0.0,0.0
4991,kumkumadi oil,Beauty & Hygiene,Hair Care,shankara,1755.0,1950.0,Hair Oil & Serum,,Not Rated,195.0,10.0
4992,oil formula 1 with 25 cc,Beauty & Hygiene,Health & Medicine,siang pure,770.0,770.0,Everyday Medicine,,Not Rated,0.0,0.0
4993,"non-stick heavy gauge frying pan with glass lid - 24 cm, red","Kitchen, Garden & Pets",Cookware & Non Stick,nirlon,679.0,830.0,Kadai & Fry Pans,3.5,Rated,151.0,18.192771084337352
4994,"steel spoon set - tea, monde","Kitchen, Garden & Pets",Crockery & Cutlery,anjali,109.0,145.0,"Cutlery, Spoon & Fork",4.2,Rated,36.0,24.82758620689655
4995,dried cranberries,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",purefoods,90.0,90.0,Dry Fruits & Berries,,Not Rated,0.0,0.0
4996,sunshine insulated water bottle - yellow,"Kitchen, Garden & Pets",Storage & Accessories,nayasa,179.0,245.0,Water & Fridge Bottles,3.0,Rated,66.0,26.93877551020408
4997,pet jar - crystal square,"Kitchen, Garden & Pets",Storage & Accessories,pearlpet,93.0,93.0,Containers Sets,4.4,Rated,0.0,0.0
4998,star anise doodh shot,"Bakery, Cakes & Dairy",Dairy,amul,21.25,25.0,"Flavoured, Soya Milk",4.2,Rated,3.75,15.0
4999,stapler hp-10,Cleaning & Household,Stationery,kangaroo,196.0,200.0,"Notebooks, Files, Folders",4.2,Rated,4.0,2.0
5000,"baby lotion - mineral based sunscreen, 0-5 years",Baby Care,Baby Bath & Hygiene,mamaearth,299.0,299.0,Baby Creams & Lotions,3.1,Rated,0.0,0.0
5001,pickle - gongura,Snacks & Branded Foods,Pickles & Chutney,future organics,175.0,175.0,Other Veg Pickle,4.3,Rated,0.0,0.0
5002,oats,Snacks & Branded Foods,Snacks & Namkeen,saffola,205.0,207.0,Oats & Porridge,4.1,Rated,2.0,0.966183574879227
5003,aloe vera - organically grown,Fruits & Vegetables,Organic Fruits & Vegetables,fresho,40.0,50.0,Organic Vegetables,,Not Rated,10.0,20.0
5004,"green tea - mint, whole leaf",Beverages,Tea,octavius,320.0,320.0,Green Tea,,Not Rated,0.0,0.0
5005,borosilicate tempered glass mixing bowl,"Kitchen, Garden & Pets",Crockery & Cutlery,laopala,325.0,325.0,Glassware,5.0,Rated,0.0,0.0
5006,universal hooks - square in color white,"Kitchen, Garden & Pets",Storage & Accessories,fackelmann,199.0,199.0,Wall Hooks & Hangers,2.5,Rated,0.0,0.0
5007,cashew - lightly salted & roasted,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",purefoods,385.0,385.0,Roasted Seeds & Nuts,2.7,Rated,0.0,0.0
5008,cranberry almond fusion,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",rostaa,278.8,340.0,Trail & Cocktail Mixes,3.2,Rated,61.19999999999999,17.999999999999996
5009,vanilla soap case - brown,Cleaning & Household,Bins & Bathroom Ware,nayasa,75.0,75.0,Soap Cases & Dispensers,,Not Rated,0.0,0.0
5010,"perfume body spray - super saver pack, 2 voyage & 1 neo",Beauty & Hygiene,Men's Grooming,park avenue,384.0,480.0,Men's Deodorants,4.4,Rated,96.0,20.0
5011,sweet basil essential oil,Beauty & Hygiene,Skin Care,aloe veda,207.0,230.0,Aromatherapy,,Not Rated,23.0,10.0
5012,fragrance body spray bleu spring,Beauty & Hygiene,Men's Grooming,fogg,204.0,255.0,Men's Deodorants,4.3,Rated,51.0,20.0
5013,quadratini wafer cookies - vanilla,Gourmet & World Food,Chocolates & Biscuits,loacker,199.0,199.0,"Cookies, Biscotti, Wafer",4.1,Rated,0.0,0.0
5014,everyday ritual set,Beauty & Hygiene,Bath & Hand Wash,bodyherbals,1499.0,1499.0,Bath Salts & Oils,5.0,Rated,0.0,0.0
5015,long grain rice,"Foodgrains, Oil & Masala",Rice & Rice Products,kohinoor,317.0,549.0,Basmati Rice,3.1,Rated,232.0,42.25865209471767
5016,sapota - organically grown,Fruits & Vegetables,Organic Fruits & Vegetables,fresho,35.0,43.75,Organic Fruits,,Not Rated,8.75,20.0
5017,mixed fruit jam,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",kissan,173.0,215.0,"Jam, Conserve, Marmalade",4.3,Rated,42.0,19.53488372093023
5018,roasted almonds - smoky barbeque,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",cornitos,316.2,340.0,Dry Fruits & Berries,,Not Rated,23.80000000000001,7.0000000000000036
5019,almond & honey nourishing foaming face wash,Beauty & Hygiene,Skin Care,glamveda,200.0,250.0,Face Care,,Not Rated,50.0,20.0
5020,blossom printed plastic dustbin / garbage bin - white & pink,Cleaning & Household,Bins & Bathroom Ware,cello,179.0,225.0,Dustbins,3.4,Rated,46.0,20.444444444444446
5021,"toothpaste - active salt saver pack, salt & minerals",Beauty & Hygiene,Oral Care,colgate,202.86,276.0,Toothpaste,4.4,Rated,73.13999999999999,26.499999999999996
5022,green coffee beans - unroasted arabica,Gourmet & World Food,Drinks & Beverages,nutrashil,254.15,299.0,Coffee & Pre-Mix,,Not Rated,44.849999999999994,15.0
5023,"100% natural & pure groundnut oil - unrefined, cold-pressed","Foodgrains, Oil & Masala",Edible Oils & Ghee,nature way,155.0,155.0,Other Edible Oils,3.9,Rated,0.0,0.0
5024,"steel deep dabba/storage container  - no. 13, diamond","Kitchen, Garden & Pets",Steel Utensils,bb home,299.0,389.0,Steel Storage Containers,4.1,Rated,90.0,23.13624678663239
5025,acne face wash for oily & acne prone skin -  with magnolia bark power,Beauty & Hygiene,Men's Grooming,nivea men,95.04,99.0,Face & Body,4.0,Rated,3.9599999999999937,3.999999999999994
5026,real nature lemon face mask,Beauty & Hygiene,Skin Care,the face shop,100.0,100.0,Face Care,4.2,Rated,0.0,0.0
5027,total effects 7-in-1 - anti-ageing night skin cream,Beauty & Hygiene,Skin Care,olay,363.0,399.0,Face Care,4.0,Rated,36.0,9.022556390977442
5028,cuppa noodles - masala,Snacks & Branded Foods,Snacks & Namkeen,maggi,45.0,45.0,Cup Noodles,4.1,Rated,0.0,0.0
5029,surekha boiled rice,"Foodgrains, Oil & Masala",Rice & Rice Products,bb royal,1062.0,1500.0,Boiled & Steam Rice,,Not Rated,438.0,29.2
5030,2 ply toilet tissue roll,Cleaning & Household,"Disposables, Garbage Bag",godya,112.0,112.0,Toilet Paper,3.9,Rated,0.0,0.0
5031,masala - vatha kulambu,"Foodgrains, Oil & Masala",Masalas & Spices,aachi,25.2,28.0,Blended Masalas,4.0,Rated,2.8000000000000007,10.000000000000002
5032,flax seeds,Gourmet & World Food,Cooking & Baking Needs,organicana,60.0,60.0,Quinoa & Grains,,Not Rated,0.0,0.0
5033,black cherry preserve,Gourmet & World Food,"Sauces, Spreads & Dips",bhuira,249.0,249.0,"Jams, Marmalade, Spreads",4.1,Rated,0.0,0.0
5034,aloo bhujia,Snacks & Branded Foods,Snacks & Namkeen,tasties,12.0,12.0,Namkeen & Savoury Snacks,,Not Rated,0.0,0.0
5035,pickle - garlic,Snacks & Branded Foods,Pickles & Chutney,mtr,150.0,150.0,Other Veg Pickle,4.1,Rated,0.0,0.0
5036,sha clove pimple cream,Beauty & Hygiene,Skin Care,shahnaz husain,670.0,670.0,Face Care,2.0,Rated,0.0,0.0
5037,bio rejuvenating vetiver,Beauty & Hygiene,Fragrances & Deos,biotique,524.25,699.0,Perfume,5.0,Rated,174.75,25.0
5038,tomato knife - swift,"Kitchen, Garden & Pets",Kitchen Accessories,anjali,60.0,75.0,Knives & Peelers,4.0,Rated,15.0,20.0
5039,pumpkin - disco,Fruits & Vegetables,Fresh Vegetables,fresho,30.0,37.5,"Gourd, Pumpkin, Drumstick",,Not Rated,7.5,20.0
5040,sumac powder,Beauty & Hygiene,Health & Medicine,nxtgen ayurveda,100.0,100.0,Supplements & Proteins,5.0,Rated,0.0,0.0
5041,macaroni elbow pasta,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",bambino,100.0,100.0,Pasta & Macaroni,4.2,Rated,0.0,0.0
5042,wicked 85% dark chocolate,Gourmet & World Food,Chocolates & Biscuits,didier & frank,299.0,299.0,International Chocolates,4.3,Rated,0.0,0.0
5043,perfume spray - voyage,Beauty & Hygiene,Men's Grooming,park avenue,164.5,329.0,Men's Deodorants,4.1,Rated,164.5,50.0
5044,perfumed herbal phenyle - white,Cleaning & Household,All Purpose Cleaners,smart home,60.0,60.0,Floor & Other Cleaners,4.1,Rated,0.0,0.0
5045,granola varity pack,Snacks & Branded Foods,Breakfast Cereals,fit & flex,110.0,120.0,Granola & Cereal Bars,4.1,Rated,10.0,8.333333333333332
5046,flea & tick shampoo,"Kitchen, Garden & Pets",Pet Food & Accessories,wahl,350.0,350.0,Pet Cleaning & Grooming,,Not Rated,0.0,0.0
5047,signature champion no gas body deodorant for men,Beauty & Hygiene,Fragrances & Deos,axe,212.5,250.0,Men's Deodorants,3.7,Rated,37.5,15.0
